inst#,predicted,prediction,REVIEW-ID,CLASS
3384,positive,0.42,45191,positive
3385,negative,0.65,53843,negative
3386,positive,0.49,35488,positive
3387,positive,0.46,4054,positive
3388,positive,0.54,6212,positive
3389,positive,0.94,68430,positive
3390,positive,0.54,54994,positive
3391,positive,0.78,29310,positive
3392,positive,0.42,22628,positive
3393,positive,0.68,23356,positive
3394,negative,0.74,8650,negative
3395,positive,0.76,45903,positive
3396,positive,0.7,26294,positive
3397,positive,0.92,34678,positive
3398,positive,0.8,69196,positive
3399,positive,0.58,3064,positive
3400,negative,0.57,35009,negative
3401,positive,0.87,40720,positive
3402,positive,0.53,27825,positive
3403,negative,0.5,27146,negative
3404,positive,0.93,51690,positive
3405,positive,0.85,30583,positive
3406,negative,0.81,8609,negative
3407,positive,0.45,36050,positive
3408,negative,0.72,40447,negative
3409,positive,0.47,24016,positive
3410,positive,0.39,55050,positive
3411,positive,0.64,4999,positive
3412,positive,0.609,23742,positive
3413,positive,0.88,42172,positive
3414,negative,0.38,65853,negative
3415,positive,0.75,65688,positive
3416,positive,0.73,62306,positive
3417,positive,0.83,49043,positive
3418,positive,0.84,70367,positive
3419,positive,0.44,51952,positive
3420,positive,0.53,64730,positive
3421,positive,0.36,408,positive
3422,positive,0.53,57541,positive
3423,positive,0.63,5152,positive
3424,positive,0.58,67047,positive
3425,positive,0.44,72379,positive
3426,positive,0.42,11963,positive
3427,negative,0.56,6344,negative
3428,positive,0.7,52554,positive
3429,positive,0.89,61927,positive
3430,positive,0.49,22846,positive
3431,positive,0.94,70014,positive
3432,positive,0.68,43327,positive
3433,positive,0.8,63056,positive
3434,positive,0.37,6850,positive
3435,positive,0.56,45719,positive
3436,positive,0.55,17118,positive
3437,positive,0.746,1859,positive
3438,negative,0.47,33775,negative
3439,positive,0.67,29704,positive
3440,positive,0.51,24586,positive
3441,positive,0.93,40984,positive
3442,negative,0.62,17815,negative
3443,positive,0.8,15329,positive
3444,positive,0.609,25310,positive
3445,negative,0.46,43423,negative
3446,positive,0.4,49925,positive
3447,negative,0.46,36994,negative
3448,positive,0.82,67283,positive
3449,positive,0.5,3981,positive
3450,negative,0.46,33473,negative
3451,positive,0.58,54434,positive
3452,positive,0.69,44793,positive
3453,positive,0.57,26941,positive
3454,negative,0.45,62088,negative
3455,positive,0.43,41275,positive
3456,positive,0.76,48363,positive
3457,positive,0.72,71121,positive
3458,positive,0.75,60073,positive
3459,positive,0.42,49324,positive
3460,positive,0.54,6425,positive
3461,positive,0.55,23144,positive
3462,positive,0.53,46252,positive
3463,positive,0.6,12062,positive
3464,positive,0.52,15361,positive
3465,negative,0.6,6238,negative
3466,positive,0.82,3055,positive
3467,positive,0.88,59880,positive
3468,positive,0.5,7025,positive
3469,negative,0.66,15797,negative
3470,positive,0.6,21567,positive
3471,positive,0.6,34669,positive
3472,positive,0.85,58311,positive
3473,positive,0.72,359,positive
3474,negative,0.65,51688,negative
3475,positive,0.51,19586,positive
3476,positive,0.41,10675,positive
3477,negative,0.65,31639,negative
3478,negative,0.84,59437,negative
3479,negative,0.43,33418,negative
3480,positive,0.53,29676,positive
3481,positive,0.57,20959,positive
3482,positive,0.53,32112,positive
3483,neutral,0.41,45775,neutral
3484,positive,0.45,65611,positive
3485,positive,0.73,60982,positive
3486,positive,0.88,25839,positive
3487,positive,0.59,54319,positive
3488,positive,0.64,29239,positive
3489,positive,0.44,23979,positive
3490,positive,0.86,2378,positive
3491,positive,0.75,31294,positive
3492,negative,0.67,4382,negative
3493,positive,0.54,60736,positive
3494,positive,0.64,64151,positive
3495,positive,0.49,3050,positive
3496,positive,0.81,35642,positive
3497,negative,0.73,40392,negative
3498,positive,0.69,30866,positive
3499,positive,0.44,47457,positive
3500,positive,0.87,4491,positive
3501,positive,0.62,43537,positive
3502,negative,0.48,28176,negative
3503,negative,0.52,9082,negative
3504,positive,0.7,35096,positive
3505,positive,0.4,23885,positive
3506,positive,0.64,30962,positive
3507,positive,0.95,60823,positive
3508,positive,0.45,52125,positive
3509,positive,0.46,54300,positive
3510,positive,0.39,67064,positive
3511,positive,0.94,39509,positive
3512,negative,0.5,18832,negative
3513,positive,0.89,71389,positive
3514,positive,0.76,8720,positive
3515,positive,0.85,12966,positive
3516,negative,0.59,6470,negative
3517,positive,0.71,41520,positive
3518,positive,0.61,54904,positive
3519,positive,0.48,28317,positive
3520,positive,0.38,10210,positive
3521,positive,0.46,63516,positive
3522,positive,0.8,29258,positive
3523,positive,0.44,50691,positive
3524,positive,0.69,13070,positive
3525,positive,0.54,49708,positive
3526,positive,0.54,36934,positive
3527,positive,0.81,58753,positive
3528,positive,0.59,71825,positive
3529,positive,0.8,35778,positive
3530,positive,0.7,70887,positive
3531,positive,0.71,20530,positive
3532,positive,0.89,63547,positive
3533,positive,0.85,49317,positive
3534,positive,0.44,64824,positive
3535,negative,0.58,9798,negative
3536,negative,0.48,4930,negative
3537,positive,0.88,26498,positive
3538,positive,0.89,16098,positive
3539,positive,0.81,13362,positive
3540,positive,0.58,39561,positive
3541,positive,0.46,45710,positive
3542,positive,0.79,29425,positive
3543,positive,0.59,29387,positive
3544,positive,0.82,7266,positive
3545,negative,0.47,64290,negative
3546,positive,0.45,18145,positive
3547,positive,0.59,2331,positive
3548,positive,0.75,12294,positive
3549,positive,0.84,38698,positive
3550,positive,0.5,9707,positive
3551,positive,0.55,20768,positive
3552,negative,0.459,32138,negative
3553,negative,0.39,28406,negative
3554,positive,0.54,31031,positive
3555,neutral,0.39,10392,neutral
3556,positive,0.71,52387,positive
3557,negative,0.59,13167,negative
3558,positive,0.55,50150,positive
3559,positive,0.7,70936,positive
3560,positive,0.53,7067,positive
3561,neutral,0.42,13461,neutral
3562,positive,0.68,11501,positive
3563,positive,0.47,55067,positive
3564,neutral,0.37,55253,neutral
3565,neutral,0.37,41553,neutral
3566,positive,0.78,62847,positive
3567,positive,0.53,55608,positive
3568,positive,0.39,25964,positive
3569,negative,0.67,67359,negative
3570,positive,0.5,49398,positive
3571,positive,0.45,50016,positive
3572,negative,0.4,46255,negative
3573,positive,0.63,48933,positive
3574,positive,0.41,34137,positive
3575,positive,0.59,19503,positive
3576,positive,0.49,21739,positive
3577,negative,0.634,1659,negative
3578,negative,0.52,61985,negative
3579,positive,0.88,41575,positive
3580,positive,0.88,72240,positive
3581,positive,0.5,11167,positive
3582,positive,0.76,56949,positive
3583,positive,0.66,8170,positive
3584,positive,0.42,4087,positive
3585,positive,0.4,45454,positive
3586,negative,0.43,51979,negative
3587,positive,0.79,65661,positive
3588,positive,0.43,62424,positive
3589,positive,0.45,61030,positive
3590,positive,0.82,65645,positive
3591,positive,0.47,30096,positive
3592,positive,0.63,4017,positive
3593,positive,0.59,7018,positive
3594,positive,0.72,69626,positive
3595,negative,0.71,36662,negative
3596,positive,0.48,44613,positive
3597,neutral,0.39,43879,neutral
3598,neutral,0.38,45679,neutral
3599,positive,0.54,21037,positive
3600,positive,0.97,14940,positive
3601,negative,0.56,25234,negative
3602,positive,0.44,37569,positive
3603,positive,0.93,5037,positive
3604,positive,0.7,50403,positive
3605,positive,0.48,36287,positive
3606,positive,0.57,9533,positive
3607,positive,0.7,59164,positive
3608,negative,0.53,66561,negative
3609,neutral,0.45,45225,neutral
3610,positive,0.53,67744,positive
3611,positive,0.69,44652,positive
3612,positive,0.62,65372,positive
3613,positive,0.54,64939,positive
3614,positive,0.5,16600,positive
3615,negative,0.545,28453,negative
3616,positive,0.7,52875,positive
3617,positive,0.52,33675,positive
3618,positive,0.49,23721,positive
3619,negative,0.78,66169,negative
3620,positive,0.94,41298,positive
3621,positive,0.49,59846,positive
3622,positive,0.78,70277,positive
3623,positive,0.53,47089,positive
3624,negative,0.45,1873,negative
3625,positive,0.83,54481,positive
3626,positive,0.4,39806,positive
3627,positive,0.76,43070,positive
3628,negative,0.65,44265,negative
3629,positive,0.45,53775,positive
3630,positive,0.89,34757,positive
3631,positive,0.78,57627,positive
3632,negative,0.6,12020,negative
3633,negative,0.58,2157,negative
3634,positive,0.56,58286,positive
3635,negative,0.72,17092,negative
3636,positive,0.63,64300,positive
3637,positive,0.81,60287,positive
3638,positive,0.502,8023,positive
3639,positive,0.58,2079,positive
3640,positive,0.49,16387,positive
3641,positive,0.5,25066,positive
3642,positive,0.41,13137,positive
3643,positive,0.67,43177,positive
3644,positive,0.53,7101,positive
3645,positive,0.52,22998,positive
3646,negative,0.43,44883,negative
3647,positive,0.83,38443,positive
3648,positive,0.86,44466,positive
3649,positive,0.7,43474,positive
3650,positive,0.55,54417,positive
3651,positive,0.48,9865,positive
3652,positive,0.9,55440,positive
3653,positive,0.522,1670,positive
3654,negative,0.69,66122,negative
3655,positive,0.62,38742,positive
3656,positive,0.75,71176,positive
3657,negative,0.56,10327,negative
3658,positive,0.66,67504,positive
3659,positive,0.7,65948,positive
3660,neutral,0.39,45539,neutral
3661,positive,0.87,63123,positive
3662,positive,0.78,43737,positive
3663,negative,0.67,37765,negative
3664,negative,0.46,8165,negative
3665,negative,0.45,68331,negative
3666,positive,0.91,51586,positive
3667,negative,0.38,38891,negative
3668,positive,0.4,29071,positive
3669,positive,0.66,41378,positive
3670,positive,0.76,47878,positive
3671,positive,0.42,59237,positive
3672,positive,0.51,68374,positive
3673,positive,0.48,24702,positive
3674,positive,0.79,36054,positive
3675,positive,0.59,57094,positive
3676,positive,0.72,56076,positive
3677,positive,0.64,59036,positive
3678,positive,0.72,4493,positive
3679,positive,0.61,21886,positive
3680,positive,0.56,13657,positive
3681,positive,0.74,25080,positive
3682,positive,0.7,57452,positive
3683,positive,0.4,43460,positive
3684,negative,0.42,36653,negative
3685,positive,0.64,56700,positive
3686,negative,0.65,28975,negative
3687,positive,0.84,70230,positive
3688,positive,0.74,43002,positive
3689,negative,0.5,52544,negative
3690,negative,0.54,28734,negative
3691,positive,0.53,61560,positive
3692,positive,0.98,60045,positive
3693,positive,0.55,31309,positive
3694,positive,0.71,13769,positive
3695,positive,0.47,16232,positive
3696,positive,0.8,70530,positive
3697,negative,0.48,53300,negative
3698,negative,0.59,54726,negative
3699,negative,0.46,32268,negative
3700,positive,0.69,16485,positive
3701,positive,0.53,27276,positive
3702,positive,0.52,33749,positive
3703,positive,0.71,5002,positive
3704,positive,0.47,35524,positive
3705,positive,0.7,5068,positive
3706,positive,0.6,55776,positive
3707,positive,0.48,16500,positive
3708,positive,0.6,57914,positive
3709,negative,0.39,44612,negative
3710,positive,0.88,61399,positive
3711,positive,0.77,36485,positive
3712,negative,0.71,53862,negative
3713,positive,0.67,47815,positive
3714,negative,0.58,52003,negative
3715,positive,0.68,8818,positive
3716,positive,0.57,50049,positive
3717,positive,0.71,68861,positive
3718,negative,0.64,38092,negative
3719,positive,0.84,4290,positive
3720,positive,0.78,52568,positive
3721,positive,0.88,31265,positive
3722,positive,0.82,69329,positive
3723,positive,0.66,45370,positive
3724,positive,0.72,34985,positive
3725,positive,0.54,10847,positive
3726,positive,0.542,68857,positive
3727,positive,0.78,29586,positive
3728,positive,0.64,24451,positive
3729,negative,0.4,2634,negative
3730,positive,0.82,19685,positive
3731,positive,0.7,55567,positive
3732,negative,0.49,21413,negative
3733,positive,0.48,54119,positive
3734,negative,0.69,65143,negative
3735,positive,0.82,31369,positive
3736,positive,0.51,16464,positive
3737,positive,0.4,55198,positive
3738,positive,0.7,51446,positive
3739,negative,0.73,52052,negative
3740,negative,0.81,67111,negative
3741,positive,0.8,62750,positive
3742,positive,0.7,29555,positive
3743,positive,0.51,53576,positive
3744,positive,0.92,60231,positive
3745,positive,0.57,37388,positive
3746,positive,0.91,9365,positive
3747,positive,0.78,6371,positive
3748,positive,0.62,23971,positive
3749,positive,0.62,71445,positive
3750,positive,0.83,22854,positive
3751,positive,0.51,32613,positive
3752,positive,0.85,6733,positive
3753,positive,0.51,2419,positive
3754,positive,0.59,42239,positive
3755,negative,0.41,25041,negative
3756,positive,0.51,72032,positive
3757,negative,0.62,52304,negative
3758,positive,0.57,47012,positive
3759,positive,0.8,70381,positive
3760,positive,0.74,42562,positive
3761,positive,0.516,7683,positive
3762,negative,0.64,1432,negative
3763,positive,0.67,2104,positive
3764,positive,0.82,60967,positive
3765,positive,0.61,66034,positive
3766,positive,0.76,64067,positive
3767,positive,0.68,53189,positive
3768,positive,0.65,8851,positive
3769,positive,0.74,56909,positive
3770,positive,0.58,1342,positive
3771,positive,0.39,49836,positive
3772,positive,0.46,48534,positive
3773,positive,0.57,54085,positive
3774,positive,0.82,24183,positive
3775,positive,0.51,56887,positive
3776,positive,0.91,781,positive
3777,positive,0.44,62332,positive
3778,negative,0.64,10603,negative
3779,positive,0.9,12323,positive
3780,positive,0.75,69795,positive
3781,positive,0.43,67551,positive
3782,positive,0.72,40832,positive
3783,positive,0.81,6534,positive
3784,positive,0.75,43288,positive
3785,negative,0.71,19662,negative
3786,positive,0.87,2246,positive
3787,negative,0.6,18162,negative
3788,positive,0.82,69654,positive
3789,positive,0.9,8059,positive
3790,positive,0.61,22790,positive
3791,positive,0.71,69949,positive
3792,positive,0.44,28773,positive
3793,negative,0.56,8750,negative
3794,positive,0.812,51432,positive
3795,positive,0.45,36529,positive
3796,positive,0.46,46604,positive
3797,negative,0.51,24629,negative
3798,positive,0.53,4231,positive
3799,positive,0.56,49732,positive
3800,positive,0.77,38221,positive
3801,positive,0.87,5079,positive
3802,positive,0.78,63138,positive
3803,positive,0.61,65170,positive
3804,positive,0.64,52983,positive
3805,positive,0.62,14111,positive
3806,positive,0.87,1287,positive
3807,neutral,0.36,24698,neutral
3808,positive,0.89,7969,positive
3809,positive,0.43,5098,positive
3810,positive,0.65,30952,positive
3811,negative,0.6,33965,negative
3812,positive,0.56,33260,positive
3813,positive,0.65,45778,positive
3814,negative,0.52,355,negative
3815,positive,0.71,32883,positive
3816,positive,0.609,23734,positive
3817,positive,0.69,16065,positive
3818,positive,0.54,70038,positive
3819,positive,0.71,13583,positive
3820,positive,0.55,34908,positive
3821,negative,0.88,12760,negative
3822,positive,0.69,71630,positive
3823,positive,0.52,64005,positive
3824,positive,0.71,63208,positive
3825,positive,0.58,40042,positive
3826,positive,0.71,36153,positive
3827,positive,0.65,9608,positive
3828,negative,0.76,36704,negative
3829,positive,0.39,37348,positive
3830,positive,0.67,66940,positive
3831,negative,0.83,68346,negative
3832,negative,0.45,12015,negative
3833,positive,0.61,47087,positive
3834,positive,0.68,61750,positive
3835,positive,0.609,23855,positive
3836,positive,0.88,66972,positive
3837,negative,0.68,12171,negative
3838,positive,0.79,61003,positive
3839,negative,0.64,4233,negative
3840,positive,0.82,42899,positive
3841,negative,0.54,53363,negative
3842,positive,0.62,42424,positive
3843,positive,0.52,36314,positive
3844,positive,0.882,46115,positive
3845,positive,0.74,64398,positive
