=== Run information ===

Scheme:       weka.classifiers.trees.RandomForest -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
Relation:     final_test_3
Instances:    10000
Attributes:   659
              [list of attributes omitted]
Test mode:    evaluate on training data

=== Classifier model (full training set) ===

RandomForest

Bagging with 100 iterations and base learner

weka.classifiers.trees.RandomTree -K 0 -M 1.0 -V 0.001 -S 1 -do-not-check-capabilities

Time taken to build model: 63.73 seconds

=== Predictions on training set ===

inst#,actual,predicted,error,prediction
2551,1:positive,1:positive,,1
2552,1:positive,1:positive,,0.98
2553,2:negative,2:negative,,0.94
2554,1:positive,1:positive,,0.95
2555,1:positive,1:positive,,1
2556,1:positive,1:positive,,0.97
2557,2:negative,2:negative,,0.92
2558,1:positive,1:positive,,0.96
2559,2:negative,2:negative,,0.78
2560,1:positive,1:positive,,0.97
2561,2:negative,2:negative,,0.96
2562,1:positive,1:positive,,0.93
2563,1:positive,1:positive,,0.99
2564,1:positive,1:positive,,0.88
2565,2:negative,2:negative,,0.93
2566,1:positive,1:positive,,0.91
2567,1:positive,1:positive,,0.98
2568,2:negative,2:negative,,0.92
2569,1:positive,1:positive,,0.99
2570,1:positive,1:positive,,1
2571,1:positive,1:positive,,0.95
2572,1:positive,1:positive,,0.99
2573,1:positive,1:positive,,0.98
2574,1:positive,1:positive,,0.99
2575,1:positive,1:positive,,0.91
2576,1:positive,1:positive,,0.95
2577,1:positive,1:positive,,0.96
2578,1:positive,1:positive,,0.98
2579,1:positive,1:positive,,0.93
2580,1:positive,1:positive,,0.94
2581,1:positive,1:positive,,0.96
2582,1:positive,1:positive,,0.98
2583,1:positive,1:positive,,0.97
2584,2:negative,2:negative,,0.8
2585,2:negative,2:negative,,0.8
2586,1:positive,1:positive,,0.98
2587,1:positive,1:positive,,1
2588,2:negative,2:negative,,0.8
2589,1:positive,1:positive,,0.96
2590,1:positive,1:positive,,0.96
2591,2:negative,2:negative,,0.7
2592,1:positive,1:positive,,0.98
2593,2:negative,2:negative,,0.75
2594,1:positive,1:positive,,0.93
2595,1:positive,1:positive,,0.94
2596,1:positive,1:positive,,0.95
2597,1:positive,1:positive,,0.98
2598,2:negative,2:negative,,0.96
2599,1:positive,1:positive,,0.95
2600,1:positive,1:positive,,0.99
2601,1:positive,1:positive,,0.98
2602,1:positive,1:positive,,0.93
2603,1:positive,1:positive,,0.95
2604,2:negative,2:negative,,0.75
2605,1:positive,1:positive,,0.97
2606,1:positive,1:positive,,0.96
2607,2:negative,2:negative,,0.81
2608,1:positive,1:positive,,0.85
2609,2:negative,2:negative,,0.85
2610,1:positive,1:positive,,0.92
2611,1:positive,1:positive,,0.91
2612,1:positive,1:positive,,0.95
2613,1:positive,1:positive,,0.96
2614,1:positive,1:positive,,0.94
2615,1:positive,1:positive,,0.77
2616,1:positive,1:positive,,0.97
2617,2:negative,2:negative,,0.87
2618,1:positive,1:positive,,0.94
2619,1:positive,1:positive,,0.97
2620,2:negative,2:negative,,0.85
2621,1:positive,1:positive,,1
2622,1:positive,1:positive,,0.99
2623,1:positive,1:positive,,1
2624,1:positive,1:positive,,0.96
2625,2:negative,2:negative,,0.88
2626,1:positive,1:positive,,1
2627,1:positive,1:positive,,0.91
2628,1:positive,1:positive,,0.95
2629,2:negative,2:negative,,0.77
2630,3:neutral,3:neutral,,0.66
2631,1:positive,1:positive,,0.88
2632,1:positive,1:positive,,0.89
2633,1:positive,1:positive,,0.97
2634,1:positive,1:positive,,0.98
2635,1:positive,1:positive,,0.95
2636,1:positive,1:positive,,0.86
2637,1:positive,1:positive,,0.82
2638,1:positive,1:positive,,0.92
2639,2:negative,2:negative,,0.76
2640,1:positive,1:positive,,0.91
2641,2:negative,2:negative,,0.76
2642,1:positive,1:positive,,0.96
2643,2:negative,2:negative,,0.87
2644,2:negative,2:negative,,0.76
2645,2:negative,2:negative,,0.8
2646,1:positive,1:positive,,0.99
2647,1:positive,1:positive,,0.98
2648,1:positive,1:positive,,0.91
2649,2:negative,2:negative,,0.8
2650,1:positive,1:positive,,0.99
2651,1:positive,1:positive,,0.93
2652,1:positive,1:positive,,0.93
2653,1:positive,1:positive,,0.99
2654,1:positive,1:positive,,0.96
2655,2:negative,2:negative,,0.86
2656,1:positive,1:positive,,0.98
2657,1:positive,1:positive,,0.98
2658,1:positive,1:positive,,0.92
2659,1:positive,1:positive,,0.99
2660,2:negative,2:negative,,0.85
2661,1:positive,1:positive,,0.99
2662,2:negative,2:negative,,0.93
2663,2:negative,2:negative,,0.88
2664,1:positive,1:positive,,0.82
2665,1:positive,1:positive,,0.99
2666,1:positive,1:positive,,0.95
2667,1:positive,1:positive,,0.98
2668,1:positive,1:positive,,0.96
2669,1:positive,1:positive,,1
2670,1:positive,1:positive,,0.95
2671,1:positive,1:positive,,1
2672,1:positive,1:positive,,0.99
2673,1:positive,1:positive,,0.97
2674,1:positive,1:positive,,0.99
2675,1:positive,1:positive,,0.92
2676,1:positive,1:positive,,0.96
2677,1:positive,1:positive,,0.98
2678,1:positive,1:positive,,0.88
2679,1:positive,1:positive,,0.93
2680,1:positive,1:positive,,0.95
2681,1:positive,1:positive,,0.99
2682,2:negative,2:negative,,0.72
2683,1:positive,1:positive,,0.88
2684,2:negative,2:negative,,0.89
2685,2:negative,2:negative,,0.72
2686,1:positive,1:positive,,0.99
2687,1:positive,1:positive,,0.94
2688,1:positive,1:positive,,0.99
2689,2:negative,2:negative,,0.78
2690,1:positive,1:positive,,0.96
2691,1:positive,1:positive,,0.85
2692,1:positive,1:positive,,0.95
2693,2:negative,2:negative,,0.89
2694,2:negative,2:negative,,0.87
2695,1:positive,1:positive,,0.92
2696,1:positive,1:positive,,1
2697,1:positive,1:positive,,0.98
2698,1:positive,1:positive,,0.8
2699,2:negative,2:negative,,0.89
2700,1:positive,1:positive,,0.97
2701,2:negative,2:negative,,0.95
2702,3:neutral,3:neutral,,0.69
2703,1:positive,1:positive,,0.99
2704,1:positive,1:positive,,0.86
2705,1:positive,1:positive,,0.99
2706,1:positive,1:positive,,0.88
2707,1:positive,1:positive,,0.8
2708,1:positive,1:positive,,0.99
2709,2:negative,2:negative,,0.86
2710,1:positive,1:positive,,0.85
2711,1:positive,1:positive,,0.9
2712,2:negative,2:negative,,0.94
2713,1:positive,1:positive,,0.95
2714,1:positive,1:positive,,0.87
2715,1:positive,1:positive,,0.99
2716,1:positive,1:positive,,0.91
2717,2:negative,2:negative,,0.85
2718,1:positive,1:positive,,0.93
2719,1:positive,1:positive,,0.96
2720,2:negative,2:negative,,0.86
2721,1:positive,1:positive,,1
2722,1:positive,1:positive,,0.98
2723,1:positive,1:positive,,0.91
2724,1:positive,1:positive,,0.76
2725,1:positive,1:positive,,0.99
2726,1:positive,1:positive,,0.86
2727,1:positive,1:positive,,0.98
2728,2:negative,2:negative,,0.96
2729,1:positive,1:positive,,0.93
2730,1:positive,1:positive,,0.98
2731,1:positive,1:positive,,0.99
2732,1:positive,1:positive,,1
2733,2:negative,2:negative,,0.89
2734,1:positive,1:positive,,0.92
2735,1:positive,1:positive,,0.99
2736,1:positive,1:positive,,0.92
2737,1:positive,1:positive,,0.98
2738,1:positive,1:positive,,0.97
2739,2:negative,2:negative,,0.8
2740,1:positive,1:positive,,0.99
2741,1:positive,1:positive,,1
2742,1:positive,1:positive,,0.98
2743,1:positive,1:positive,,0.92
2744,1:positive,1:positive,,0.99
2745,2:negative,2:negative,,0.84
2746,1:positive,1:positive,,0.84
2747,1:positive,1:positive,,1
2748,1:positive,1:positive,,0.9
2749,1:positive,1:positive,,0.92
2750,1:positive,1:positive,,0.9
2751,1:positive,1:positive,,0.92
2752,1:positive,1:positive,,0.96
2753,1:positive,1:positive,,0.97
2754,1:positive,1:positive,,0.97
2755,1:positive,1:positive,,0.97
2756,1:positive,1:positive,,0.83
2757,2:negative,2:negative,,0.74
2758,1:positive,1:positive,,0.96
2759,1:positive,1:positive,,0.93
2760,1:positive,1:positive,,0.94
2761,2:negative,2:negative,,0.85
2762,1:positive,1:positive,,0.98
2763,1:positive,1:positive,,0.94
2764,1:positive,1:positive,,0.97
2765,1:positive,1:positive,,0.96
2766,2:negative,2:negative,,0.87
2767,2:negative,2:negative,,0.8
2768,1:positive,1:positive,,0.93
2769,1:positive,1:positive,,0.95
2770,1:positive,1:positive,,0.93
2771,1:positive,1:positive,,0.98
2772,1:positive,1:positive,,0.93
2773,1:positive,1:positive,,0.91
2774,1:positive,1:positive,,0.9
2775,1:positive,1:positive,,0.99
2776,1:positive,1:positive,,1
2777,1:positive,1:positive,,0.99
2778,1:positive,1:positive,,0.99
2779,1:positive,1:positive,,0.92
2780,3:neutral,3:neutral,,0.6
2781,3:neutral,3:neutral,,0.75
2782,2:negative,2:negative,,0.8
2783,1:positive,1:positive,,0.94
2784,2:negative,2:negative,,0.88
2785,1:positive,1:positive,,0.97
2786,1:positive,1:positive,,0.93
2787,1:positive,1:positive,,0.98
2788,1:positive,1:positive,,0.98
2789,1:positive,1:positive,,0.87
2790,2:negative,2:negative,,0.97
2791,1:positive,1:positive,,0.9
2792,2:negative,2:negative,,0.85
2793,1:positive,1:positive,,0.91
2794,2:negative,2:negative,,0.91
2795,1:positive,1:positive,,0.89
2796,1:positive,1:positive,,0.93
2797,1:positive,1:positive,,1
2798,1:positive,1:positive,,0.96
2799,2:negative,2:negative,,0.82
2800,1:positive,1:positive,,0.95
2801,1:positive,1:positive,,0.83
2802,1:positive,1:positive,,0.87
2803,1:positive,1:positive,,0.96
2804,1:positive,1:positive,,0.89
2805,1:positive,1:positive,,0.94
2806,2:negative,2:negative,,0.73
2807,2:negative,2:negative,,0.85
2808,3:neutral,3:neutral,,0.7
2809,1:positive,1:positive,,0.94
2810,2:negative,2:negative,,0.79
2811,1:positive,1:positive,,0.93
2812,1:positive,1:positive,,0.86
2813,2:negative,2:negative,,0.78
2814,1:positive,1:positive,,0.89
2815,2:negative,2:negative,,0.83
2816,1:positive,1:positive,,0.97
2817,2:negative,2:negative,,0.83
2818,1:positive,1:positive,,0.93
2819,1:positive,1:positive,,0.86
2820,1:positive,1:positive,,0.97
2821,1:positive,1:positive,,0.97
2822,2:negative,2:negative,,0.94
2823,2:negative,2:negative,,0.92
2824,2:negative,2:negative,,0.82
2825,2:negative,2:negative,,0.86
2826,1:positive,1:positive,,0.98
2827,1:positive,1:positive,,0.89
2828,2:negative,2:negative,,0.83
2829,1:positive,1:positive,,0.96
2830,1:positive,1:positive,,0.9
2831,1:positive,1:positive,,0.95
2832,2:negative,2:negative,,0.86
2833,1:positive,1:positive,,0.97
2834,1:positive,1:positive,,0.94
2835,1:positive,1:positive,,0.91
2836,2:negative,2:negative,,0.81
2837,1:positive,1:positive,,0.99
2838,2:negative,2:negative,,0.65
2839,1:positive,1:positive,,0.93
2840,1:positive,1:positive,,0.96
2841,1:positive,1:positive,,0.98
2842,1:positive,1:positive,,0.86
2843,1:positive,1:positive,,1
2844,1:positive,1:positive,,0.98
2845,1:positive,1:positive,,0.99
2846,1:positive,1:positive,,0.98
2847,1:positive,1:positive,,0.94
2848,1:positive,1:positive,,0.88
2849,2:negative,2:negative,,0.77
2850,1:positive,1:positive,,0.94
2851,1:positive,1:positive,,0.93
2852,2:negative,2:negative,,0.85
2853,2:negative,2:negative,,0.8
2854,1:positive,1:positive,,0.99
2855,1:positive,1:positive,,0.97
2856,1:positive,1:positive,,0.95
2857,2:negative,2:negative,,0.95
2858,1:positive,1:positive,,0.89
2859,1:positive,1:positive,,0.94
2860,1:positive,1:positive,,0.98
2861,1:positive,1:positive,,0.98
2862,1:positive,1:positive,,0.93
2863,1:positive,1:positive,,0.98
2864,1:positive,1:positive,,0.94
2865,1:positive,1:positive,,0.99
2866,1:positive,1:positive,,0.94
2867,2:negative,2:negative,,0.92
2868,2:negative,2:negative,,0.83
2869,2:negative,2:negative,,0.84
2870,1:positive,1:positive,,0.97
2871,1:positive,1:positive,,0.93
2872,2:negative,2:negative,,0.73
2873,1:positive,1:positive,,0.96
2874,1:positive,1:positive,,0.96
2875,1:positive,1:positive,,0.86
2876,1:positive,1:positive,,0.86
2877,2:negative,2:negative,,0.87
2878,1:positive,1:positive,,0.93
2879,2:negative,2:negative,,0.87
2880,1:positive,1:positive,,0.93
2881,2:negative,2:negative,,0.79
2882,2:negative,2:negative,,0.82
2883,2:negative,2:negative,,0.79
2884,2:negative,2:negative,,0.7
2885,1:positive,1:positive,,0.96
2886,2:negative,2:negative,,0.92
2887,2:negative,2:negative,,0.73
2888,1:positive,1:positive,,0.94
2889,1:positive,1:positive,,0.98
2890,2:negative,2:negative,,0.8
2891,1:positive,1:positive,,1
2892,1:positive,1:positive,,0.97
2893,1:positive,1:positive,,0.92
2894,1:positive,1:positive,,0.94
2895,1:positive,1:positive,,0.93
2896,2:negative,2:negative,,0.76
2897,2:negative,2:negative,,0.83
2898,1:positive,1:positive,,0.91
2899,1:positive,1:positive,,0.87
2900,1:positive,1:positive,,0.95
2901,2:negative,2:negative,,0.86
2902,1:positive,1:positive,,0.95
2903,2:negative,2:negative,,0.73
2904,1:positive,1:positive,,0.89
2905,2:negative,2:negative,,0.8
2906,1:positive,1:positive,,0.97
2907,1:positive,1:positive,,0.97
2908,2:negative,2:negative,,0.81
2909,1:positive,1:positive,,0.85
2910,1:positive,1:positive,,0.95
2911,2:negative,2:negative,,0.81
2912,1:positive,1:positive,,0.73
2913,1:positive,1:positive,,0.95
2914,1:positive,1:positive,,0.91
2915,1:positive,1:positive,,0.94
2916,1:positive,1:positive,,0.94
2917,2:negative,2:negative,,0.79
2918,1:positive,1:positive,,0.95
2919,1:positive,1:positive,,0.98
2920,1:positive,1:positive,,0.98
2921,1:positive,1:positive,,0.96
2922,2:negative,2:negative,,0.85
2923,1:positive,1:positive,,0.91
2924,1:positive,1:positive,,0.98
2925,1:positive,1:positive,,0.88
2926,1:positive,1:positive,,0.9
2927,1:positive,1:positive,,0.95
2928,2:negative,2:negative,,0.71
2929,1:positive,1:positive,,0.97
2930,2:negative,2:negative,,0.77
2931,1:positive,1:positive,,0.98
2932,1:positive,1:positive,,0.99
2933,1:positive,1:positive,,0.92
2934,1:positive,1:positive,,0.86
2935,1:positive,1:positive,,0.94
2936,1:positive,1:positive,,0.94
2937,1:positive,1:positive,,0.96
2938,1:positive,1:positive,,1
2939,2:negative,2:negative,,0.86
2940,1:positive,1:positive,,0.94
2941,1:positive,1:positive,,0.89
2942,1:positive,1:positive,,0.89
2943,1:positive,1:positive,,0.91
2944,2:negative,2:negative,,0.74
2945,1:positive,1:positive,,0.87
2946,1:positive,1:positive,,0.95
2947,1:positive,1:positive,,0.85
2948,1:positive,1:positive,,0.97
2949,2:negative,2:negative,,0.89
2950,2:negative,2:negative,,0.79
2951,1:positive,1:positive,,0.98
2952,1:positive,1:positive,,0.97
2953,1:positive,1:positive,,0.81
2954,2:negative,2:negative,,0.86
2955,2:negative,2:negative,,0.76
2956,1:positive,1:positive,,0.88
2957,2:negative,2:negative,,0.84
2958,1:positive,1:positive,,0.88
2959,2:negative,2:negative,,0.9
2960,2:negative,2:negative,,0.91
2961,1:positive,1:positive,,0.91
2962,1:positive,1:positive,,0.95
2963,1:positive,1:positive,,0.96
2964,3:neutral,3:neutral,,0.62
2965,1:positive,1:positive,,0.96
2966,1:positive,1:positive,,0.93
2967,1:positive,1:positive,,0.94
2968,1:positive,1:positive,,0.99
2969,1:positive,1:positive,,1
2970,1:positive,1:positive,,0.98
2971,2:negative,2:negative,,0.88
2972,1:positive,1:positive,,0.93
2973,1:positive,1:positive,,0.99
2974,1:positive,1:positive,,0.73
2975,1:positive,1:positive,,0.98
2976,1:positive,1:positive,,0.99
2977,1:positive,1:positive,,0.96
2978,1:positive,1:positive,,0.99
2979,1:positive,1:positive,,0.99
2980,2:negative,2:negative,,0.81
2981,1:positive,1:positive,,0.88
2982,1:positive,1:positive,,0.92
2983,2:negative,2:negative,,0.77
2984,1:positive,1:positive,,0.92
2985,1:positive,1:positive,,0.9
2986,1:positive,1:positive,,0.92
2987,1:positive,1:positive,,0.98
2988,1:positive,1:positive,,1
2989,1:positive,1:positive,,0.98
2990,1:positive,1:positive,,0.92
2991,1:positive,1:positive,,0.98
2992,1:positive,1:positive,,0.87
2993,1:positive,1:positive,,0.95
2994,1:positive,1:positive,,0.87
2995,1:positive,1:positive,,0.83
2996,1:positive,1:positive,,0.98
2997,1:positive,1:positive,,0.84
2998,1:positive,1:positive,,0.93
2999,1:positive,1:positive,,0.97
3000,1:positive,1:positive,,0.87
3001,1:positive,1:positive,,0.96
3002,1:positive,1:positive,,0.98
3003,2:negative,2:negative,,0.86
3004,1:positive,1:positive,,0.91
3005,1:positive,1:positive,,0.99
3006,1:positive,1:positive,,0.93
3007,1:positive,1:positive,,0.99
3008,2:negative,2:negative,,0.88
3009,1:positive,1:positive,,0.86
3010,1:positive,1:positive,,0.94
3011,1:positive,1:positive,,0.96
3012,1:positive,1:positive,,0.97
3013,1:positive,1:positive,,0.97
3014,1:positive,1:positive,,0.94
3015,1:positive,1:positive,,0.92
3016,1:positive,1:positive,,0.95
3017,1:positive,1:positive,,0.96
3018,1:positive,1:positive,,0.92
3019,1:positive,1:positive,,0.89
3020,1:positive,1:positive,,0.93
3021,1:positive,1:positive,,0.93
3022,1:positive,1:positive,,0.97
3023,1:positive,1:positive,,0.99
3024,1:positive,1:positive,,0.86
3025,1:positive,1:positive,,0.94
3026,1:positive,1:positive,,0.95
3027,1:positive,1:positive,,0.94
3028,1:positive,1:positive,,0.94
3029,1:positive,1:positive,,0.94
3030,1:positive,1:positive,,0.96
3031,1:positive,1:positive,,0.9
3032,2:negative,2:negative,,0.83
3033,1:positive,1:positive,,0.95
3034,2:negative,2:negative,,0.79
3035,1:positive,1:positive,,0.85
3036,1:positive,1:positive,,1
3037,1:positive,1:positive,,0.97
3038,1:positive,1:positive,,0.98
3039,1:positive,1:positive,,0.98
3040,1:positive,1:positive,,0.92
3041,1:positive,1:positive,,0.95
3042,1:positive,1:positive,,0.98
3043,1:positive,1:positive,,0.94
3044,1:positive,1:positive,,0.95
3045,1:positive,1:positive,,0.97
3046,1:positive,1:positive,,0.95
3047,2:negative,2:negative,,0.8
3048,1:positive,1:positive,,0.99
3049,1:positive,1:positive,,0.9
3050,1:positive,1:positive,,0.95
3051,2:negative,2:negative,,0.67
3052,1:positive,1:positive,,0.95
3053,1:positive,1:positive,,0.94
3054,2:negative,2:negative,,0.79
3055,2:negative,2:negative,,0.79
3056,1:positive,1:positive,,0.93
3057,2:negative,2:negative,,0.76
3058,1:positive,1:positive,,0.93
3059,1:positive,1:positive,,0.98
3060,1:positive,1:positive,,0.86
3061,2:negative,2:negative,,0.93
3062,2:negative,2:negative,,0.72
3063,2:negative,2:negative,,0.88
3064,1:positive,1:positive,,0.94
3065,1:positive,1:positive,,0.92
3066,1:positive,1:positive,,0.97
3067,1:positive,1:positive,,0.98
3068,1:positive,1:positive,,0.87
3069,2:negative,2:negative,,0.65
3070,1:positive,1:positive,,0.97
3071,1:positive,1:positive,,0.91
3072,1:positive,1:positive,,0.97
3073,1:positive,1:positive,,0.94
3074,1:positive,1:positive,,0.9
3075,1:positive,1:positive,,1
3076,1:positive,1:positive,,0.99
3077,2:negative,2:negative,,0.88
3078,1:positive,1:positive,,0.99
3079,1:positive,1:positive,,0.97
3080,1:positive,1:positive,,1
3081,2:negative,2:negative,,0.87
3082,1:positive,1:positive,,1
3083,1:positive,1:positive,,0.87
3084,2:negative,2:negative,,0.96
3085,1:positive,1:positive,,0.91
3086,2:negative,2:negative,,0.86
3087,1:positive,1:positive,,0.99
3088,1:positive,1:positive,,0.98
3089,2:negative,2:negative,,0.7
3090,2:negative,2:negative,,0.72
3091,1:positive,1:positive,,0.98
3092,1:positive,1:positive,,0.96
3093,1:positive,1:positive,,0.98
3094,1:positive,1:positive,,0.91
3095,1:positive,1:positive,,0.99
3096,1:positive,1:positive,,0.97
3097,1:positive,1:positive,,0.98
3098,1:positive,1:positive,,0.97
3099,1:positive,1:positive,,0.96
3100,1:positive,1:positive,,0.89
3101,2:negative,2:negative,,0.98
3102,1:positive,1:positive,,1
3103,1:positive,1:positive,,1
3104,2:negative,2:negative,,0.83
3105,1:positive,1:positive,,0.89
3106,1:positive,1:positive,,0.98
3107,1:positive,1:positive,,0.98
3108,1:positive,1:positive,,1
3109,1:positive,1:positive,,0.95
3110,2:negative,2:negative,,0.81
3111,3:neutral,3:neutral,,0.71
3112,1:positive,1:positive,,0.97
3113,2:negative,2:negative,,0.77
3114,1:positive,1:positive,,0.94
3115,1:positive,1:positive,,0.96
3116,2:negative,2:negative,,0.91
3117,1:positive,1:positive,,0.98
3118,1:positive,1:positive,,0.8
3119,1:positive,1:positive,,0.94
3120,1:positive,1:positive,,0.87
3121,1:positive,1:positive,,0.99
3122,1:positive,1:positive,,0.98
3123,1:positive,1:positive,,0.93
3124,1:positive,1:positive,,0.91
3125,1:positive,1:positive,,1
3126,1:positive,1:positive,,0.86
3127,2:negative,2:negative,,0.8
3128,1:positive,1:positive,,0.95
3129,2:negative,2:negative,,0.93
3130,2:negative,2:negative,,0.82
3131,1:positive,1:positive,,0.99
3132,1:positive,1:positive,,0.91
3133,2:negative,2:negative,,0.85
3134,1:positive,1:positive,,0.98
3135,2:negative,2:negative,,0.94
3136,1:positive,1:positive,,0.96
3137,1:positive,1:positive,,1
3138,2:negative,2:negative,,0.95
3139,1:positive,1:positive,,0.99
3140,1:positive,1:positive,,0.94
3141,1:positive,1:positive,,1
3142,1:positive,1:positive,,0.92
3143,1:positive,1:positive,,0.99
3144,2:negative,2:negative,,0.74
3145,1:positive,1:positive,,0.98
3146,2:negative,2:negative,,0.86
3147,1:positive,1:positive,,0.97
3148,1:positive,1:positive,,0.99
3149,1:positive,1:positive,,0.98
3150,1:positive,1:positive,,0.91
3151,1:positive,1:positive,,0.95
3152,2:negative,2:negative,,0.94
3153,1:positive,1:positive,,0.95
3154,2:negative,2:negative,,0.75
3155,1:positive,1:positive,,0.98
3156,2:negative,2:negative,,0.86
3157,2:negative,2:negative,,0.95
